,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
290,BUENOS AIRES,General Rodríguez,General Rodríguez,SI,SI,SI,SI,SI,SI,SI,SI,SI
291,BUENOS AIRES,General San Martín,Barrio Parque General San Martin,--,--,SI,SI,SI,--,SI,SI,--
292,BUENOS AIRES,General San Martín,Billinghurst,SI,SI,--,SI,SI,SI,SI,--,--
293,BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,SI,SI,--,SI,SI,SI,SI,SI,SI
294,BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,--,SI,--,--,SI,SI,SI,--,--
295,BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,--,SI,--,--,SI,SI,--,--,--
296,BUENOS AIRES,General San Martín,Villa Ayacucho,--,SI,--,SI,SI,SI,--,--,--
297,BUENOS AIRES,General San Martín,Villa Ballester,SI,SI,SI,SI,SI,SI,SI,SI,--
298,BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,--,SI,--,SI,SI,SI,--,--,--
299,BUENOS AIRES,General San Martín,Villa Chacabuco,--,SI,--,SI,SI,SI,--,--,--
300,BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,--,SI,--,SI,SI,SI,--,--,--
301,BUENOS AIRES,General San Martín,Villa General Antonio J. De Sucre,--,SI,--,SI,SI,SI,--,--,--
302,BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,--,SI,--,SI,SI,SI,--,--,--
303,BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,--,SI,--,SI,SI,SI,--,--,--
304,BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,--,SI,--,SI,SI,SI,--,--,--
305,BUENOS AIRES,General San Martín,Villa Godoy Cruz,--,SI,--,SI,SI,SI,--,--,--
306,BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,--,SI,--,SI,SI,SI,--,SI,--
307,BUENOS AIRES,General San Martín,Villa Gregoria Matorras,--,SI,--,SI,SI,SI,--,--,--
308,BUENOS AIRES,General San Martín,Villa José León Suarez,SI,SI,--,SI,SI,SI,SI,SI,--
309,BUENOS AIRES,Mercedes,Gowland,--,--,--,SI,SI,SI,--,SI,--
310,BUENOS AIRES,Mercedes,Jorge Born,--,--,--,--,--,--,--,SI,--
311,BUENOS AIRES,Mercedes,Mercedes,SI,SI,SI,SI,SI,SI,SI,SI,SI
312,BUENOS AIRES,Mercedes,Tomás Jofré,--,--,--,--,--,--,--,--,--
313,BUENOS AIRES,Merlo,Libertad,SI,SI,SI,SI,SI,SI,SI,SI,SI
314,BUENOS AIRES,Merlo,Mariano Acosta,SI,SI,--,SI,SI,SI,SI,SI,--
315,BUENOS AIRES,Merlo,Merlo,SI,SI,SI,SI,SI,SI,SI,SI,--
316,BUENOS AIRES,Merlo,Pontevedra,SI,SI,SI,SI,SI,SI,SI,SI,--
317,BUENOS AIRES,Merlo,San Antonio De Padua,SI,SI,SI,SI,SI,SI,SI,SI,--
318,BUENOS AIRES,Monte,Abbott,--,--,--,SI,SI,SI,SI,SI,SI
319,BUENOS AIRES,Monte,San Miguel del Monte (Est. Monte),SI,SI,SI,SI,SI,SI,SI,SI,--
320,BUENOS AIRES,Monte,Zenón Videla Dorna,--,--,--,--,SI,--,--,--,--
321,BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,SI,--,--,SI,SI,SI,SI,--,--
322,BUENOS AIRES,Monte Hermoso,Monte Hermoso,SI,--,--,SI,SI,SI,SI,--,--
323,BUENOS AIRES,Moreno,Cuartel V,--,SI,SI,SI,SI,SI,SI,SI,--
324,BUENOS AIRES,Moreno,Francisco Alvarez,SI,SI,SI,SI,SI,SI,SI,SI,--
325,BUENOS AIRES,Tigre,Don Torcuato Este,SI,SI,SI,SI,SI,SI,SI,SI,--
326,BUENOS AIRES,Tigre,Don Torcuato Oeste,--,--,--,--,SI,SI,--,SI,--
327,BUENOS AIRES,Tigre,El Talar,SI,SI,--,SI,SI,SI,SI,SI,SI
328,BUENOS AIRES,Tigre,General Pacheco,SI,SI,--,SI,SI,SI,SI,SI,SI
329,BUENOS AIRES,Tigre,Los Troncos Del Talar,SI,SI,--,SI,SI,SI,SI,--,SI
330,BUENOS AIRES,Tigre,Nordelta,--,SI,--,SI,SI,SI,SI,--,--
331,RIO NEGRO,Ñorquincó,Mamuel Choique,--,--,--,SI,--,--,SI,--,--
332,RIO NEGRO,Ñorquincó,Ñorquincó,--,--,--,--,--,--,SI,--,SI
333,RIO NEGRO,Ñorquincó,Ojos de Agua,--,--,--,--,--,--,SI,--,--
334,BUENOS AIRES,Tigre,Ricardo Rojas,SI,SI,--,SI,SI,SI,SI,--,--
335,BUENOS AIRES,Tigre,Rincón de Milberg,SI,SI,--,SI,SI,SI,SI,SI,--
336,BUENOS AIRES,Tigre,Tigre,SI,SI,--,SI,SI,SI,SI,SI,SI
337,BUENOS AIRES,Tordillo,General Conesa,SI,SI,--,--,SI,SI,SI,SI,--
338,BUENOS AIRES,Tordillo,Villa Roch,--,--,--,--,SI,SI,--,SI,--
339,BUENOS AIRES,Tornquist,Chasicó,--,--,--,--,--,--,SI,--,--
340,BUENOS AIRES,Tornquist,Saldungaray,SI,--,--,--,SI,SI,SI,--,--
341,BUENOS AIRES,Tornquist,Sierra de la Ventana,--,SI,--,SI,SI,SI,SI,--,--
342,RIO NEGRO,Ñorquincó,Río Chico (Est. Cerro Mesa),--,--,--,--,--,--,SI,--,SI
343,RIO NEGRO,Pichi Mahuida,Barrio Esperanza,--,--,--,SI,--,--,--,--,--
344,BUENOS AIRES,Cañuelas,Alejandro Petión,SI,SI,SI,--,SI,SI,SI,SI,--
345,BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,--,--,--,--,SI,SI,--,SI,--
346,BUENOS AIRES,Cañuelas,Barrio El Taladro,--,--,--,--,SI,--,--,SI,--
347,BUENOS AIRES,Cañuelas,Cañuelas,SI,SI,SI,SI,SI,SI,SI,SI,SI
348,BUENOS AIRES,Cañuelas,Gobernador Udaondo,--,--,--,--,SI,--,--,SI,--
349,BUENOS AIRES,Cañuelas,Máximo Paz,--,SI,--,SI,--,--,--,SI,--
350,BUENOS AIRES,Cañuelas,Santa Rosa,--,--,--,--,SI,SI,--,SI,SI
351,BUENOS AIRES,Cañuelas,Uribelarrea,SI,--,--,SI,SI,SI,SI,SI,--
352,BUENOS AIRES,Cañuelas,Vicente Casares,SI,--,SI,--,SI,SI,SI,SI,--
353,BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,SI,SI,--,SI,SI,SI,SI,SI,--
354,BUENOS AIRES,Capitán Sarmiento,La Luisa,--,--,--,--,--,--,--,SI,--
355,BUENOS AIRES,Carlos Casares,Bellocq,--,--,SI,--,--,--,SI,--,--
356,BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,--,SI,--,SI,SI,SI,--,--,--
357,BUENOS AIRES,General San Martín,Villa Libertad,--,SI,--,SI,SI,SI,--,--,--
358,BUENOS AIRES,General San Martín,Villa Lynch,SI,SI,--,SI,SI,SI,SI,--,--
359,BUENOS AIRES,General San Martín,Villa Maipu,SI,SI,--,SI,SI,SI,SI,SI,--
360,BUENOS AIRES,General San Martín,Villa Marqués Alejandro María De Aguado,--,SI,--,SI,SI,SI,--,--,--
361,BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,--,SI,--,SI,SI,SI,--,--,--
362,BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,--,SI,--,SI,SI,SI,--,--,--
363,BUENOS AIRES,General San Martín,Villa San Andrés,SI,SI,--,SI,SI,SI,SI,SI,--
364,BUENOS AIRES,General San Martín,Villa Yapeyú,--,SI,--,SI,SI,SI,--,--,--
365,BUENOS AIRES,General Viamonte,Baigorrita,SI,--,--,--,SI,--,SI,SI,--
366,BUENOS AIRES,General Viamonte,La Delfina,--,--,--,--,--,--,--,--,--
367,BUENOS AIRES,Moreno,La Reja,SI,SI,SI,SI,SI,SI,SI,SI,SI
368,BUENOS AIRES,Moreno,Moreno,SI,SI,SI,SI,SI,SI,SI,SI,SI
369,BUENOS AIRES,Moreno,Paso Del Rey,--,SI,--,SI,SI,SI,SI,SI,SI
370,BUENOS AIRES,Moreno,Trujui,SI,SI,SI,SI,SI,SI,SI,SI,--
371,BUENOS AIRES,Morón,Castelar,SI,SI,--,SI,SI,SI,SI,SI,--
372,BUENOS AIRES,Morón,El Palomar,SI,SI,SI,SI,SI,SI,SI,SI,SI
373,BUENOS AIRES,Tornquist,Tornquist,SI,SI,--,SI,SI,SI,SI,--,SI
374,BUENOS AIRES,Tornquist,Tres Picos,--,--,--,--,SI,--,--,--,--
375,BUENOS AIRES,Tornquist,Villa Serrana La Gruta,--,SI,--,--,--,--,--,--,--
376,BUENOS AIRES,Tornquist,Villa Ventana,SI,--,--,--,SI,--,SI,--,--
377,BUENOS AIRES,Trenque Lauquen,30 de Agosto,--,SI,--,SI,SI,SI,SI,--,--
378,BUENOS AIRES,Trenque Lauquen,Berutti,--,--,--,SI,SI,SI,SI,--,--
379,BUENOS AIRES,Trenque Lauquen,Girodias,SI,--,--,--,--,--,SI,SI,--
380,BUENOS AIRES,Trenque Lauquen,La Carreta,--,--,--,--,--,--,--,SI,--
381,BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,SI,SI,SI,SI,SI,SI,SI,SI,SI
382,BUENOS AIRES,Trenque Lauquen,Trongé,--,--,--,--,--,--,--,SI,--
383,BUENOS AIRES,Tres Arroyos,Balneario Orense,--,--,--,--,SI,SI,--,--,--
384,JUJUY,San Antonio,Los Alisos,SI,--,--,--,--,--,--,--,--
385,CABA,COMUNA 01,MONSERRAT,SI,SI,SI,SI,SI,SI,SI,SI,SI
386,CORDOBA,Calamuchita,La Cumbrecita,--,--,--,--,SI,SI,--,SI,--
387,CORDOBA,Calamuchita,Las Bajadas,--,--,--,--,SI,--,--,SI,--
388,CORDOBA,Calamuchita,Las Caleras,--,--,--,--,--,--,SI,SI,--
389,CORDOBA,Calamuchita,Los Cóndores,SI,--,--,--,SI,SI,SI,SI,SI
390,CORDOBA,Calamuchita,Los Molinos,--,--,--,--,--,--,--,SI,--
391,CORDOBA,Calamuchita,Los Reartes,SI,--,--,SI,SI,SI,SI,SI,SI
392,CABA,COMUNA 06,CABALLITO,SI,SI,SI,SI,SI,SI,SI,SI,SI
393,CORDOBA,Río Primero,La Puerta,--,--,--,SI,SI,SI,SI,SI,--
394,CORDOBA,Río Primero,La Quinta,--,--,--,--,--,--,--,SI,--
395,CORDOBA,Río Primero,Las Gramillas,--,--,--,--,SI,--,SI,--,--
396,CORDOBA,Río Primero,Las Saladas,--,--,--,--,--,--,SI,--,--
397,CORDOBA,Río Primero,Maquinista Gallini,--,--,--,--,--,--,--,--,--
398,CORDOBA,Río Primero,Monte del Rosario,--,--,--,--,--,--,--,--,--
399,CORDOBA,Río Primero,Montecristo,SI,--,--,SI,SI,SI,SI,SI,SI
400,CORDOBA,Río Primero,Obispo Trejo,--,--,--,--,SI,SI,--,--,--
401,CABA,COMUNA 10,VILLA LURO,SI,SI,SI,SI,SI,SI,SI,SI,SI
402,CORDOBA,Totoral,Sinsacate,SI,--,--,SI,SI,SI,SI,SI,--
403,CORDOBA,Totoral,Villa del Totoral,SI,--,--,SI,SI,SI,SI,SI,--
404,CORDOBA,Tulumba,Cerro Colorado,--,--,--,--,--,--,--,--,--
405,CORDOBA,Tulumba,Churqui Cañada,--,--,--,--,--,--,--,--,--
406,CORDOBA,Tulumba,El Rodeo,--,--,--,--,--,--,--,--,--
407,CORDOBA,Tulumba,El Tuscal,--,--,--,--,--,--,--,--,--
408,CORDOBA,Tulumba,Las Arrias,SI,--,--,--,SI,SI,SI,--,--
409,CABA,COMUNA 14,PALERMO,SI,SI,SI,SI,SI,SI,SI,SI,SI
410,ENTRE RIOS,Diamante,Aldea Valle María,--,--,--,SI,SI,--,SI,SI,--
411,ENTRE RIOS,Diamante,Colonia Ensayo,--,--,--,--,--,--,SI,SI,--
412,ENTRE RIOS,Diamante,Costa Grande,--,--,--,--,--,--,--,--,--
413,ENTRE RIOS,Diamante,Diamante,SI,SI,--,--,SI,SI,SI,SI,--
414,ENTRE RIOS,Diamante,Estación Camps,--,--,--,--,--,--,SI,SI,--
415,ENTRE RIOS,Diamante,Estacion Puiggari,--,--,--,--,--,--,--,--,--
416,ENTRE RIOS,Diamante,General Alvear,--,--,--,--,SI,--,SI,SI,--
417,ENTRE RIOS,Diamante,General Racedo,--,--,--,--,SI,--,SI,SI,--
418,FORMOSA,Formosa,Formosa,SI,SI,--,SI,SI,SI,SI,SI,SI
419,FORMOSA,Formosa,Gran Guardia,--,--,--,--,SI,--,SI,SI,--
420,FORMOSA,Formosa,Mariano Boedo,--,--,--,--,--,--,--,SI,--
421,FORMOSA,Formosa,Mojón de Fierro,--,--,--,--,SI,SI,--,SI,SI
422,FORMOSA,Formosa,San Hilario,--,--,--,--,SI,--,--,SI,SI
423,FORMOSA,Formosa,Villa del Carmen,--,--,--,SI,SI,SI,--,SI,SI
424,FORMOSA,Formosa,Villa Trinidad,--,--,--,--,--,--,--,--,--
425,FORMOSA,Laishi,Banco Payaguá,--,--,--,--,--,--,--,SI,--
426,FORMOSA,Laishi,General Lucio Victorio Mansilla,SI,--,--,--,SI,--,SI,SI,SI
427,FORMOSA,Laishi,Herradura,--,--,--,--,SI,--,SI,SI,--
428,FORMOSA,Laishi,San Francisco de Laishi,--,--,--,--,SI,SI,SI,SI,SI
429,FORMOSA,Laishi,Tatané,--,--,--,--,SI,--,--,SI,--
430,FORMOSA,Laishi,Villa Escolar,--,--,--,--,--,--,--,SI,--
431,LA PAMPA,Quemú Quemú,Quemú Quemú,--,--,SI,SI,SI,SI,SI,SI,SI
432,LA PAMPA,Quemú Quemú,Relmo,--,--,--,--,--,SI,--,--,--
433,LA PAMPA,Quemú Quemú,Villa Mirasol,--,--,--,--,--,--,SI,SI,--
434,LA PAMPA,Rancul,Caleufú,--,SI,--,SI,SI,--,SI,--,SI
435,LA PAMPA,Rancul,Ingeniero Foster,--,--,--,--,--,--,--,--,--
436,LA PAMPA,Rancul,La Maruja,--,SI,--,--,--,--,SI,--,SI
437,LA PAMPA,Rancul,Parera,--,--,--,SI,SI,SI,SI,SI,SI
438,LA PAMPA,Rancul,Pichi Huinca,--,--,--,SI,--,--,SI,--,--
439,LA PAMPA,Rancul,Quetrequén,--,--,--,SI,--,--,SI,SI,SI
440,LA PAMPA,Rancul,Rancul,--,--,--,SI,SI,--,SI,SI,SI
441,LA PAMPA,Realicó,Adolfo Van Praet,--,SI,--,--,--,--,SI,SI,SI
442,LA PAMPA,Realicó,Alta Italia,--,--,--,--,--,--,SI,SI,SI
443,LA PAMPA,Realicó,Damián Maisonave (Est. Simson),--,--,--,SI,--,--,SI,SI,--
444,MENDOZA,General Alvear,Bowen,--,SI,SI,--,SI,SI,SI,SI,SI
445,MENDOZA,General Alvear,Carmensa,--,--,--,--,SI,--,SI,SI,--
446,MENDOZA,General Alvear,General Alvear,SI,SI,SI,SI,SI,SI,SI,SI,--
447,MENDOZA,General Alvear,Los Compartos,--,--,--,--,SI,SI,--,--,--
448,MENDOZA,Godoy Cruz,Gobernador Benegas,--,--,--,SI,SI,SI,--,--,--
449,MENDOZA,Godoy Cruz,Godoy Cruz,SI,SI,SI,SI,SI,SI,SI,SI,SI
450,MENDOZA,Godoy Cruz,LAS TORTUGAS,--,--,--,SI,SI,SI,--,--,--
451,MENDOZA,Godoy Cruz,Presidente Sarmiento,--,--,--,--,--,--,--,--,--
452,MENDOZA,Godoy Cruz,SAN FRANCISCO DEL MONTE,--,--,--,SI,SI,SI,--,--,--
453,MENDOZA,Godoy Cruz,Villa Hipodromo,--,--,--,SI,SI,SI,--,--,--
454,MENDOZA,Godoy Cruz,Villa Marini,--,--,--,--,SI,SI,--,--,--
455,SALTA,Grl. José de San Martín,Pacará,--,--,--,--,--,--,--,--,--
456,MENDOZA,Malargüe,Malargüe,--,SI,--,SI,SI,SI,SI,SI,SI
457,MENDOZA,Rivadavia,Andrade,--,--,--,--,--,--,--,SI,--
458,MENDOZA,Rivadavia,Barrio Cooperativa Los Campamentos,--,--,--,--,SI,--,--,SI,--
459,MENDOZA,Rivadavia,Barrio Rivadavia,--,--,--,--,--,--,--,SI,--
460,MENDOZA,Rivadavia,Cuadro Ortega,--,--,--,--,--,SI,--,--,--
461,MENDOZA,Rivadavia,El Mirador,--,--,--,SI,--,--,--,SI,--
462,MENDOZA,Rivadavia,La Central,--,--,--,--,SI,SI,--,SI,--
463,MENDOZA,Rivadavia,La Esperanza,--,--,--,--,--,--,--,SI,--
464,MENDOZA,Rivadavia,La Florida,--,--,--,--,--,--,--,SI,--
465,MENDOZA,Rivadavia,La Libertad,--,--,--,--,--,--,--,SI,--
466,MENDOZA,Rivadavia,Los Árboles,--,--,--,--,--,--,--,SI,--
467,MENDOZA,Rivadavia,Los Campamentos,--,--,--,--,SI,--,SI,SI,--
468,MENDOZA,Rivadavia,Medrano,--,--,SI,--,SI,SI,SI,SI,--
469,MENDOZA,Rivadavia,Mundo Nuevo,--,--,--,--,SI,SI,--,SI,--
470,MENDOZA,Rivadavia,Reducción de Abajo,--,--,--,--,--,--,SI,SI,--
471,MENDOZA,Rivadavia,Rivadavia,SI,--,SI,SI,SI,SI,SI,SI,SI
472,MENDOZA,Rivadavia,Santa María de Oro,--,--,--,--,--,--,--,SI,--
473,MISIONES,General Manuel Belgrano,Bernardo de Irigoyen,--,--,--,SI,SI,--,SI,--,--
474,MISIONES,General Manuel Belgrano,Caburei,--,--,--,--,--,--,--,--,--
475,MISIONES,General Manuel Belgrano,Dos Hermanas,--,--,--,--,SI,--,--,--,--
476,MISIONES,General Manuel Belgrano,Integración,--,--,--,--,--,--,SI,--,--
477,MISIONES,General Manuel Belgrano,Piñalito Norte,--,--,--,--,SI,--,--,--,--
478,MISIONES,General Manuel Belgrano,Puerto Andresito,--,--,--,--,--,--,--,--,--
479,MISIONES,General Manuel Belgrano,Puerto Deseado,--,--,--,--,--,--,--,--,--
480,MISIONES,General Manuel Belgrano,San Antonio,--,--,--,--,SI,SI,SI,--,--
481,MISIONES,Guaraní,El Soberbio,--,--,--,--,SI,--,SI,SI,SI
482,MISIONES,Guaraní,Fracrán,--,--,--,--,SI,SI,--,SI,--
483,MISIONES,Guaraní,San Vicente,--,--,--,SI,SI,SI,SI,SI,--
484,MISIONES,Iguazú,Esperanza,SI,SI,--,SI,SI,SI,SI,SI,--
485,MISIONES,Iguazú,Libertad,SI,--,--,--,SI,SI,SI,--,--
486,MISIONES,Iguazú,Puerto Iguazú,SI,SI,--,SI,SI,SI,SI,--,SI
487,MISIONES,Iguazú,Villa Cooperativa,--,--,--,--,--,--,--,--,--
488,NEUQUEN,Lácar,San Martín de los Andes,SI,SI,--,SI,SI,SI,SI,SI,SI
489,NEUQUEN,Lácar,Villa Lago Meliquina,SI,--,--,SI,SI,--,SI,SI,--
490,NEUQUEN,Loncopué,Chorriaca,--,--,--,--,--,--,--,SI,SI
491,NEUQUEN,Loncopué,Loncopué,--,SI,SI,--,SI,--,SI,SI,SI
492,NEUQUEN,Los Lagos,Villa La Angostura,SI,--,SI,SI,SI,SI,SI,SI,SI
493,NEUQUEN,Los Lagos,Villa Traful,--,--,--,--,--,--,SI,--,SI
494,NEUQUEN,Minas,Andacollo,SI,--,SI,SI,--,--,SI,SI,SI
495,NEUQUEN,Minas,Huinganco,--,--,SI,--,--,--,SI,SI,SI
496,NEUQUEN,Minas,Las Ovejas,--,--,--,--,--,--,SI,SI,--
497,NEUQUEN,Minas,Los Miches,--,--,--,--,--,--,--,--,--
498,NEUQUEN,Minas,Manzano Amargo,--,--,--,--,--,--,--,SI,--
499,NEUQUEN,Minas,Varvarco,--,--,--,--,SI,--,--,SI,--
500,NEUQUEN,Minas,Villa del Nahueve,--,--,--,--,--,--,--,SI,--
501,RIO NEGRO,Bariloche,San Carlos de Bariloche,SI,SI,SI,SI,SI,SI,SI,SI,SI
502,RIO NEGRO,Bariloche,Villa Campanario,--,--,--,--,SI,SI,--,--,--
503,RIO NEGRO,Bariloche,Villa Catedral,SI,--,--,--,SI,SI,SI,--,--
504,RIO NEGRO,Bariloche,Villa Llao Llao,SI,--,--,--,SI,SI,SI,--,--
505,RIO NEGRO,Bariloche,Villa Los Coihues,--,--,--,--,SI,SI,--,--,SI
506,RIO NEGRO,Bariloche,Villa Mascardi,--,--,--,SI,SI,SI,--,--,--
507,RIO NEGRO,Conesa,Barrio Colonia Conesa,--,--,--,--,--,--,--,--,--
508,RIO NEGRO,Conesa,Barrio Planta Compresora de Gas,--,--,--,--,--,--,--,--,--
509,RIO NEGRO,Conesa,General Conesa,SI,--,--,SI,SI,SI,SI,SI,SI
510,RIO NEGRO,El Cuy,Aguada Guzmán,--,--,--,--,--,--,--,--,SI
511,RIO NEGRO,El Cuy,Cerro Policía,--,--,--,SI,SI,SI,SI,--,--
512,RIO NEGRO,El Cuy,El Cuy,SI,--,SI,--,--,--,SI,--,SI
513,RIO NEGRO,El Cuy,Las Perlas,--,--,--,SI,SI,--,--,SI,SI
514,RIO NEGRO,El Cuy,Mencué,--,--,--,--,--,--,SI,--,SI
515,SALTA,Anta,El Quebrachal,--,SI,--,SI,SI,SI,SI,--,SI
516,SALTA,Anta,Gaona,--,SI,--,SI,SI,--,SI,--,SI
517,SALTA,Anta,General Pizarro,--,--,--,SI,SI,--,--,SI,SI
518,SALTA,Anta,Joaquín V. González,SI,SI,--,SI,SI,SI,SI,--,SI
519,SALTA,Anta,Las Lajitas,--,SI,--,SI,SI,SI,SI,SI,SI
520,SALTA,Anta,Luis Burela,--,--,--,--,--,--,--,SI,--
521,SALTA,Anta,Macapillo,--,--,--,--,--,--,--,--,--
522,SALTA,Anta,Nuestra Señora de Talavera,--,--,--,--,SI,SI,--,--,--
523,SALTA,Anta,Piquete Cabado,--,--,--,--,--,--,--,SI,SI
524,SALTA,Anta,Río del Valle,--,--,--,--,--,--,--,SI,SI
525,SALTA,Anta,Tolloche,--,--,--,SI,--,--,--,--,SI
526,SALTA,Cachi,Cachi,--,--,--,SI,SI,SI,SI,SI,SI
527,SALTA,Cachi,Payogasta,--,--,--,--,SI,--,SI,SI,--
528,SALTA,Cafayate,Cafayate,SI,--,--,SI,SI,SI,SI,SI,SI
529,SAN JUAN,Rawson,Rawson,SI,--,SI,--,SI,SI,SI,SI,SI
530,SAN JUAN,Rawson,Villa Bolaños,--,--,--,--,--,--,--,SI,--
531,SAN JUAN,Rawson,Villa Krause,--,--,--,--,SI,SI,--,SI,--
532,SAN JUAN,Rivadavia,Rivadavia,SI,--,SI,SI,SI,SI,SI,SI,SI
533,SAN JUAN,San Martín,Barrio Sadop,--,--,--,--,--,--,--,SI,--
534,SAN JUAN,San Martín,Dos Acequias (Est. Los Angacos),--,--,--,--,--,--,--,SI,--
535,SAN JUAN,San Martín,San Isidro (Est. Los Angacos),SI,--,--,--,SI,SI,--,SI,--
536,SAN JUAN,San Martín,Villa Dominguito (Est. Puntilla Blanca),--,--,--,--,--,--,--,SI,--
537,SAN JUAN,San Martín,Villa Don Bosco (Est. Angaco Sud),--,--,--,SI,SI,SI,SI,SI,--
538,SAN JUAN,San Martín,Villa El Salvador,--,--,--,--,--,--,--,SI,--
539,SAN JUAN,San Martín,Villa San Martín,--,--,--,--,SI,SI,--,SI,SI
540,SAN JUAN,Santa Lucía,Alto De Sierra,--,--,--,--,SI,SI,--,SI,--
541,SAN JUAN,Santa Lucía,Colonia Gutierrez,--,--,--,--,SI,SI,--,--,--
542,SAN JUAN,Santa Lucía,Santa Lucía,SI,--,SI,SI,SI,SI,SI,SI,--
543,SAN JUAN,Sarmiento,Cañada Honda,--,--,--,SI,SI,--,SI,SI,SI
544,SAN LUIS,Gobernador Dupuy,Unión,--,--,--,--,SI,--,SI,SI,--
545,SAN LUIS,Junín,Bajo De Veliz,--,--,--,--,--,--,--,--,--
546,SAN LUIS,Junín,Balde De Escudero,--,--,--,--,--,--,--,--,--
547,SAN LUIS,Junín,Carpinteria,SI,SI,--,--,SI,SI,SI,SI,--
548,SAN LUIS,Junín,Cerrito Blanco,--,--,--,--,--,--,--,--,--
549,SAN LUIS,Junín,Cerro de Oro,SI,SI,--,SI,--,--,SI,SI,--
550,SAN LUIS,Junín,El Duraznito,--,--,--,--,--,--,--,--,--
551,SAN LUIS,Junín,La Chilca,--,--,--,--,--,--,--,--,--
552,SAN LUIS,Junín,La Lomita,--,--,--,--,--,--,--,--,--
553,SAN LUIS,Junín,Lafinur,--,--,--,--,--,--,--,SI,--
554,SAN LUIS,Junín,Las Palomas,--,--,--,--,--,--,--,--,--
555,SAN LUIS,Junín,Los Cajones,--,--,--,--,--,--,SI,SI,--
556,SAN LUIS,Junín,Los Lobos,--,--,--,--,--,--,--,--,--
557,SAN LUIS,Junín,Los Molles,--,--,--,--,--,--,SI,SI,--
558,SAN LUIS,Junín,Merlo,SI,SI,--,SI,SI,SI,SI,SI,--
559,SAN LUIS,Junín,Ojo Del Rio,--,--,--,--,--,--,--,--,--
560,SAN LUIS,Junín,Santa Ana,--,--,--,--,--,--,--,--,--
561,SAN LUIS,Junín,Santa Rosa del Conlara,SI,--,--,--,SI,SI,SI,SI,--
562,SANTA FE,Caseros,Gödeken,--,SI,--,SI,SI,--,SI,--,--
563,SANTA FE,Caseros,Los Molinos,SI,SI,--,--,SI,SI,SI,--,--
564,SANTA FE,Caseros,Los Nogales,--,SI,--,--,--,--,SI,--,--
565,SANTA FE,Caseros,Los Quirquinchos,--,--,--,--,SI,SI,SI,SI,--
566,SANTA FE,Caseros,San José de la Esquina,SI,SI,--,--,SI,SI,SI,SI,--
567,SANTA FE,Caseros,Sanford,SI,--,--,SI,SI,SI,SI,--,--
568,SANTA FE,Caseros,Villada,SI,SI,--,--,SI,--,SI,--,--
569,SANTA FE,Castellanos,Aldao (Est. Casablanca),SI,--,--,SI,SI,--,SI,SI,--
570,SANTA FE,Castellanos,Angélica,SI,--,--,SI,SI,SI,SI,SI,--
571,SANTA FE,Castellanos,Ataliva,SI,SI,--,SI,SI,SI,SI,SI,--
572,SANTA FE,Castellanos,Aurelia,--,--,--,--,--,--,SI,SI,--
573,SANTA FE,Castellanos,Barrios Acapulco y Veracruz,--,--,--,--,SI,--,--,--,--
574,SANTA FE,General López,Santa Isabel,SI,--,--,SI,SI,SI,SI,--,SI
575,SANTA FE,General López,Teodelina,--,SI,--,--,SI,SI,SI,SI,--
576,SANTA FE,General López,Venado Tuerto,SI,SI,--,SI,SI,SI,SI,SI,SI
577,SANTA FE,General López,Villa Cañás,SI,SI,--,SI,SI,SI,SI,SI,--
578,SANTA FE,General López,Wheelwright,--,SI,--,SI,SI,SI,SI,SI,SI
579,SANTA FE,General Obligado,Arroyo Ceibal,--,--,--,--,SI,--,SI,SI,--
580,SANTA FE,General Obligado,Avellaneda (Est. Ewald),SI,SI,--,SI,SI,SI,SI,SI,--
581,SANTA FE,General Obligado,Berna,--,--,--,--,SI,--,SI,SI,--
582,SANTA FE,General Obligado,El Araza,--,--,--,--,SI,--,SI,SI,--
583,SANTA FE,General Obligado,El Rabón,--,SI,--,--,SI,--,--,SI,SI
584,SANTA FE,Las Colonias,Sarmiento,SI,--,--,--,SI,SI,SI,SI,--
585,SANTA FE,Rosario,Acebal,SI,SI,--,SI,SI,--,SI,SI,--
586,SANTA FE,Rosario,Albarellos,--,--,--,--,--,--,SI,SI,--
587,SANTA FE,Rosario,Álvarez,SI,SI,--,SI,SI,SI,SI,--,--
